2.456420836074019782e+06 3.957617947634162192e+00
2.456426663479490206e+06 4.853697737644324661e+00
2.456117548472139984e+06 4.456477065645003677e+00
2.456419911794839893e+06 5.572696536646049026e+00
2.456419855402589776e+06 6.525961031641713816e+00
2.456087763722570147e+06 5.938816077645014957e+00
2.456419843260659836e+06 4.867270905634768496e+00
2.456426890412520152e+06 3.252711841639666090e+00
2.455690812942619901e+06 -3.223138200354469518e+00
2.455685727251360193e+06 -3.397383377361506973e+00
2.456419886943819933e+06 3.837153816647287385e+00
2.456368892548299860e+06 2.506602497646781558e+00
2.455840484602089971e+06 2.529066139643987299e+00
2.455692733364500105e+06 -2.089654361355997025e+00
2.456420842289660126e+06 3.813830629638914615e+00
2.454948809743349906e+06 -1.477887147736112183e+01
2.456426677982559893e+06 4.274808148636566330e+00
2.456420798166700173e+06 2.799627838641072231e+00
2.455836481345419772e+06 1.139393156634582738e+00
2.456094777519470081e+06 5.947601053634343771e+00
2.454315661295670085e+06 -1.897482210335965647e+01
2.455682731674559880e+06 -2.918802106364637439e+00
2.456420830031999853e+06 4.527500930635142140e+00
2.456419725070729852e+06 5.809650457635484599e+00
2.456419812402340118e+06 6.871281718645150249e+00
2.456426861082309857e+06 2.831263398647365648e+00
2.456420816582129803e+06 2.653376032640153426e+00
2.455802523661709856e+06 2.298483152642916139e+00
2.456426853454600088e+06 3.361084892645749278e+00
2.456419694108230062e+06 3.807712493639314744e+00
2.456421912270700093e+06 1.034881503464646357e+01
2.454389501586419996e+06 -1.483604859035381196e+01
2.454551908997930121e+06 -1.890166209835797417e+01
2.456424660664889961e+06 4.808829753642385185e+00
2.455753739385339897e+06 -5.835681153598670790e-01
2.455782639852520078e+06 7.155112046461908903e-01
2.454196883398639970e+06 -1.992970366735846710e+01
2.456360893967940006e+06 2.413661278637846408e+00
2.456420779693400022e+06 1.840337524640744959e+00
2.456420879236270208e+06 4.471811942636350068e+00
2.455672844733930193e+06 -2.285598973358560215e+00
2.456419824324349873e+06 4.619613397636612717e+00
2.456426875793720130e+06 3.255392109636545683e+00
2.456420916310200002e+06 4.951466034640361613e+00
2.455054652526719961e+06 -1.122040036236171545e+01
2.455992880682549905e+06 1.067657449638659273e+00
2.454385523878490087e+06 -1.805178594135270487e+01
2.454956842934249900e+06 -1.335831559235600707e+01
2.455485490534559824e+06 -4.796942087352817907e+00
2.455807511104980018e+06 2.627475791641131764e+00
2.456365887516149785e+06 1.550128296642583337e+00
2.456426868409070186e+06 1.856025974646513532e+00
2.455457541864709929e+06 -7.514426040359012404e+00
2.455686938322899863e+06 -1.927191055358434824e+00
2.454523881299360190e+06 -1.845157105036321354e+01
2.454291596936520189e+06 -2.113383639836285965e+01
2.455660834140469786e+06 -3.535823913352942327e+00
2.455679779298020061e+06 -2.299287276358086274e+00
2.454320650245099794e+06 -1.882385719936507940e+01
2.456426787687310018e+06 4.268359965635681874e+00
2.455809594439430162e+06 1.594989883642483619e+00
2.455841494250219781e+06 2.331725961639108391e+00
2.456083703075909987e+06 6.437388106647290442e+00
2.455805501871190034e+06 4.340374766371724036e-01
2.456363905977250077e+06 3.502533121647388725e+00
2.456420734088870231e+06 3.793957909635992110e+00
2.455675835175080225e+06 -1.161847659361114893e+00
2.456419899479290005e+06 4.687700128641836272e+00
2.456082731757139787e+06 6.384983861636328584e+00
