2.454075739061620086e+06 -8.002062118648822775e+01
2.454075546391120180e+06 -6.520499922298839124e+01
2.454099638161560055e+06 -6.461082775978610471e+01
2.454075609777499922e+06 -6.546744344728594456e+01
2.454099597517080139e+06 -6.440041237868854296e+01
2.454099636263580061e+06 -6.010230734858623691e+01
2.454099642466720194e+06 -6.589480448858608952e+01
2.453933885671739932e+06 -6.537276880358788844e+01
2.454075599072299898e+06 -6.546740788488847329e+01
2.454075576863340102e+06 -6.404864085228823001e+01
2.454075757081080228e+06 -8.265585083178805803e+01
2.454075618191210087e+06 -6.566416337868830055e+01
2.454075725243229885e+06 -7.946696860578583710e+01
2.454075605645869859e+06 -6.578537456588762211e+01
2.453760546845810022e+06 -6.161920447128821365e+01
2.454075735890570097e+06 -7.759451972168562861e+01
2.454075742232679855e+06 -8.049778447448829866e+01
2.454075562038079835e+06 -6.528946498188759051e+01
2.454099644364700187e+06 -6.250453232368613499e+01
2.454099600352480076e+06 -6.275163471378775171e+01
2.453760544913109858e+06 -6.242380807448810742e+01
2.454075711910920218e+06 -7.501813800688594824e+01
2.454075517388700042e+06 -6.416018003868728670e+01
2.454075713970940094e+06 -7.792852824628582198e+01
2.453932932080769911e+06 -6.585044458348576768e+01
2.454075541449369863e+06 -6.450275952418849101e+01
2.453973783905900083e+06 -6.415000728998876411e+01
2.454099615073369816e+06 -6.321875010548794194e+01
2.454099605108989868e+06 -6.269582155518804711e+01
2.454099648183799814e+06 -6.232273092668805248e+01
2.454099633381899912e+06 -6.278698690038808650e+01
2.454045661473869812e+06 -6.442445473048863391e+01
2.454099639110549819e+06 -6.385332218148676020e+01
2.453934783644239884e+06 -6.739716571438592041e+01
2.454075597428900190e+06 -6.574516857158840821e+01
2.454099633867959958e+06 -5.994456496008737645e+01
2.454099623197630048e+06 -6.266728487658568270e+01
2.454075590010489803e+06 -6.631460102448727412e+01
2.454075759210550226e+06 -8.293483055368611190e+01
2.454075568600079976e+06 -6.443232743148641362e+01
2.454075727384270169e+06 -7.452690655048854751e+01
2.454075619823030196e+06 -6.538066482988824646e+01
2.454099602250449825e+06 -6.392918383668799720e+01
2.454075574409820139e+06 -6.456631300038750965e+01
2.454075594963809941e+06 -6.634195527428587980e+01
2.454075741191090085e+06 -8.127136038898541415e+01
2.454099632444479968e+06 -6.182831515038600401e+01
2.453930840345100034e+06 -6.456436178968871786e+01
2.453760542957270052e+06 -6.392367854378733227e+01
2.454075531589009799e+06 -6.526173739338858582e+01
2.453930842972650193e+06 -6.613340759118813139e+01
2.454075551344450098e+06 -6.527888859748642858e+01
2.453987662598200142e+06 -6.451165238008726988e+01
2.454075543115910143e+06 -6.603122393698868109e+01
2.453930839720040094e+06 -6.614072412638805076e+01
2.453987663859829772e+06 -6.571240367328812226e+01
2.454099628903130069e+06 -6.631554377268855660e+01
2.454100601685420144e+06 -6.355450064668843879e+01
2.453934786433840171e+06 -6.574920619818769296e+01
2.454075752833719831e+06 -8.237787754898562298e+01
2.454075556274630129e+06 -6.507143515578661663e+01
2.454099634828520007e+06 -6.413686514938632399e+01
2.454075617357939947e+06 -6.596310246478864769e+01
2.454075712709470186e+06 1.322199491463497179e+04
2.454099606046409812e+06 -6.173724132748859006e+01
2.454056588077929802e+06 -6.327749576898611394e+01
2.454075547224389855e+06 -6.561917207388745510e+01
2.453760547470760066e+06 -6.154841568428537357e+01
2.454075567789960187e+06 -6.612253229368647567e+01
2.454075534065669868e+06 -6.497522092518792647e+01
2.454099627468079794e+06 -6.508735459598824491e+01
2.453916887515259907e+06 -6.548697336718589668e+01
2.454075584270180203e+06 -6.483579941108530420e+01
2.453916888938989956e+06 -6.854389500818669489e+01
2.454056586133589968e+06 -6.325084496788591082e+01
2.454075535697489977e+06 -6.506608104488620370e+01
2.454099645788180176e+06 -6.408824145148628304e+01
2.454099674408279825e+06 -9.899388759488658707e+01
2.454099637687060051e+06 -6.329105086718556095e+01
2.454099647246379871e+06 -6.221329468448644207e+01
2.454099613649880048e+06 -6.256493091728643208e+01
2.454099603211009875e+06 -6.412221781118532249e+01
2.454099607006969862e+06 -6.232398208308609355e+01
2.454099645325259771e+06 -6.260055780388640301e+01
2.454099640545600094e+06 -6.448852717858599704e+01
2.454056586781700142e+06 -6.333232223778750836e+01
2.454099641517729964e+06 -6.317958285208646885e+01
2.454075706031740177e+06 -6.433520198328679385e+01
2.454075610587620176e+06 -6.493739174628743172e+01
2.453760544276589993e+06 -6.350126281678569740e+01
2.454075616547820158e+06 -6.472172357848648971e+01
2.454075604812600184e+06 -6.428862103918575599e+01
2.454075554631240200e+06 -6.479317123308803161e+01
2.454099642941220198e+06 -6.211152995808788546e+01
2.454075533232400194e+06 -6.483482181668875910e+01
2.454075561204810161e+06 -6.520474339008686115e+01
2.454075740126360208e+06 -7.985068350298618611e+01
2.453979890179850161e+06 -6.470457309378829791e+01
2.453916888244490139e+06 -6.899132182338618691e+01
2.454075538162580226e+06 -6.548613457138685590e+01
2.453930842301290017e+06 -6.567090890818860771e+01
2.454075573588130064e+06 -6.508069151388795603e+01
2.453934783019190188e+06 -6.646303856688717815e+01
2.454075611374599859e+06 -6.546071894038618666e+01
2.454099599889549892e+06 -6.444772518048580423e+01
